Ticket_id,ticket_date,Employee_id,Agent_id,Issue_Category,Ticket_Issue,Assigned_Team,Priority,SLA,Resolution_time,SLA_Breach,,,
0042810870,2023-04-11,1987,38,Hardware,Laptop not turning on,Hardware Support Team,High,4,14,Yes,,,
0042813806,2024-07-04,1780,8,Hardware,Keyboard not working,Hardware Support Team,Low,48,70,Yes,,,
0042814875,2024-11-24,1977,48,System,Blue screen error,System Administration Team,High,4,1,No,,,
0042817676,2024-10-19,727,36,Software,Excel not responding,Application Support Team,Medium,24,72,Yes,,,
0042819904,2022-05-29,690,9,Software,Application crash,Application Support Team,Medium,24,2,No,,,
0042821153,2023-07-04,1275,21,Hardware,Monitor display issue,Hardware Support Team,Medium,24,58,Yes,,,
0042822153,2023-05-28,1465,31,Software,Outlook not opening,Application Support Team,Medium,24,17,No,,,
0042822514,2023-01-09,1131,5,Software,Software installation failure,Application Support Team,Medium,24,1,No,,,
0042823478,2023-03-18,1717,44,Login Access,Unable to login to system,Access Management Team,Low,48,34,No,,,
0042824789,2023-12-24,1148,37,Software,Software installation failure,Application Support Team,Medium,24,12,No,,,
0042825291,2022-05-27,129,12,Software,Outlook not opening,Application Support Team,High,4,1,No,,,
0042827288,2024-11-12,1548,32,Software,Outlook not opening,Application Support Team,High,4,4,No,,,
0042828922,2023-09-23,1882,9,Hardware,Laptop not turning on,Hardware Support Team,High,4,69,Yes,,,
0042829088,2022-08-11,1908,30,Hardware,Printer not printing,Hardware Support Team,Medium,24,17,No,,,
0042829238,2023-08-03,173,2,Software,Application crash,Application Support Team,Medium,24,2,No,,,
0042829420,2023-04-05,1162,4,Login Access,Account locked,Access Management Team,Medium,24,1,No,,,
0042831043,2024-05-28,1304,40,Hardware,Keyboard not working,Hardware Support Team,Low,48,2,No,,,
0042831913,2023-06-13,41,29,Software,Software installation failure,Application Support Team,Medium,24,12,No,,,
0042833063,2023-12-26,346,50,Login Access,Unable to login to system,Access Management Team,High,4,4,No,,,
0042833226,2024-11-09,612,42,Hardware,Printer not printing,Hardware Support Team,Medium,24,2,No,,,
0042835879,2022-07-17,477,38,Hardware,Printer not printing,Hardware Support Team,Medium,24,4,No,,,
0042836879,2023-07-27,1817,48,Software,Software installation failure,Application Support Team,Medium,24,1,No,,,
0042836995,2022-01-01,1229,29,Login Access,VPN login issue,Access Management Team,Medium,24,21,No,,,
0042837187,2022-02-08,1728,41,Hardware,Monitor display issue,Hardware Support Team,Medium,24,52,Yes,,,
0042837708,2022-01-31,1680,47,Software,Outlook not opening,Application Support Team,Low,48,53,Yes,,,
0042840249,2023-03-19,1794,22,Hardware,Laptop not turning on,Hardware Support Team,High,4,5,Yes,,,
0042840305,2024-10-16,170,33,Login Access,Unable to login to system,Access Management Team,Low,48,62,Yes,,,
0042840484,2023-10-28,438,24,Login Access,Password reset request,Access Management Team,Low,48,9,No,,,
0042841940,2023-02-20,984,29,Hardware,Keyboard not working,Hardware Support Team,High,4,1,No,,,
0042842434,2023-07-05,403,14,Login Access,Unable to login to system,Access Management Team,High,4,3,No,,,
0042842879,2023-01-31,797,38,System,Blue screen error,System Administration Team,High,4,16,Yes,,,
0042843075,2022-08-29,1227,30,System,Blue screen error,System Administration Team,High,4,38,Yes,,,
0042843258,2024-03-24,315,32,Hardware,Monitor display issue,Hardware Support Team,Low,48,37,No,,,
0042843528,2022-06-16,1262,15,Hardware,Printer not printing,Hardware Support Team,Medium,24,12,No,,,
0042843744,2022-03-09,834,47,Login Access,VPN login issue,Access Management Team,Medium,24,11,No,,,
0042844061,2023-06-22,1526,30,Login Access,Unable to login to system,Access Management Team,Medium,24,22,No,,,
0042844231,2023-09-27,653,42,System,System update failure,System Administration Team,Low,48,36,No,,,
0042844583,2024-10-20,668,5,System,System update failure,System Administration Team,Low,48,50,Yes,,,
0042845144,2023-08-24,1984,11,System,System running slow,System Administration Team,High,4,1,No,,,
0042845417,2023-01-14,1131,44,Hardware,Laptop not turning on,Hardware Support Team,High,4,7,Yes,,,
0042847114,2024-08-20,1011,1,Software,Outlook not opening,Application Support Team,Medium,24,11,No,,,
0042847252,2024-07-11,995,12,System,System running slow,System Administration Team,High,4,2,No,,,
0042847308,2023-01-07,780,43,Software,Software installation failure,Application Support Team,Medium,24,2,No,,,
0042847358,2023-05-21,85,23,Login Access,Account locked,Access Management Team,Medium,24,4,No,,,
0042849005,2022-07-07,1170,20,Hardware,Keyboard not working,Hardware Support Team,High,4,25,Yes,,,
0042849532,2022-04-06,893,45,Software,Outlook not opening,Application Support Team,Low,48,6,No,,,
0042851109,2024-01-25,980,31,System,System update failure,System Administration Team,Low,48,52,Yes,,,
0042851583,2024-11-16,1798,45,Software,Excel not responding,Application Support Team,High,4,3,No,,,
0042851823,2024-05-23,1532,48,Login Access,Unable to login to system,Access Management Team,High,4,4,No,,,
0042852267,2024-06-16,886,12,Login Access,Account locked,Access Management Team,Medium,24,1,No,,,
0042853450,2023-07-09,1805,4,System,System running slow,System Administration Team,Low,48,48,No,,,
0042853512,2023-12-19,641,5,Software,Application crash,Application Support Team,Medium,24,5,No,,,
0042854568,2024-07-07,1736,45,Hardware,Monitor display issue,Hardware Support Team,Medium,24,39,Yes,,,
0042855196,2024-04-06,1489,21,Hardware,Monitor display issue,Hardware Support Team,Low,48,25,No,,,
0042855230,2023-12-20,1973,12,Hardware,Keyboard not working,Hardware Support Team,Medium,24,15,No,,,
0042855554,2022-11-29,365,45,Hardware,Laptop not turning on,Hardware Support Team,High,4,30,Yes,,,
0042855561,2022-03-09,1976,35,Software,Software installation failure,Application Support Team,Medium,24,14,No,,,
0042855608,2022-10-14,420,16,Software,Outlook not opening,Application Support Team,High,4,1,No,,,
0042857347,2022-07-03,1474,33,Hardware,Printer not printing,Hardware Support Team,Medium,24,3,No,,,
0042857709,2024-09-02,1900,47,System,System running slow,System Administration Team,Medium,24,22,No,,,
0042858040,2022-06-27,1144,40,System,Blue screen error,System Administration Team,High,4,43,Yes,,,
0042858811,2022-10-11,1591,48,Hardware,Monitor display issue,Hardware Support Team,Medium,24,3,No,,,
0042859311,2022-01-06,911,13,Login Access,Account locked,Access Management Team,Medium,24,1,No,,,
0042859684,2023-04-16,1738,6,System,System running slow,System Administration Team,Medium,24,43,Yes,,,
0042860654,2023-02-28,1555,16,System,Blue screen error,System Administration Team,High,4,1,No,,,
0042860750,2022-07-27,345,27,Hardware,Keyboard not working,Hardware Support Team,Medium,24,9,No,,,
0042862882,2022-03-08,308,18,Software,Outlook not opening,Application Support Team,Medium,24,59,Yes,,,
0042862994,2023-11-14,1819,19,Login Access,Account locked,Access Management Team,Medium,24,63,Yes,,,
0042863697,2023-07-19,79,36,System,Operating system crash,System Administration Team,High,4,1,No,,,
0042864564,2023-02-01,586,5,Login Access,VPN login issue,Access Management Team,High,4,2,No,,,
0042865224,2024-02-23,802,22,Login Access,Account locked,Access Management Team,Medium,24,62,Yes,,,
0042865265,2024-06-20,1166,42,Software,Application crash,Application Support Team,Medium,24,61,Yes,,,
0042865372,2023-12-13,1357,13,Software,Application crash,Application Support Team,Medium,24,41,Yes,,,
0042866269,2024-01-04,1706,42,Hardware,Keyboard not working,Hardware Support Team,Low,48,60,Yes,,,
0042866908,2022-11-25,1220,29,Software,Excel not responding,Application Support Team,High,4,3,No,,,
0042867314,2024-01-27,261,23,Login Access,Unable to login to system,Access Management Team,Low,48,18,No,,,
0042868981,2022-08-21,188,29,Hardware,Keyboard not working,Hardware Support Team,Medium,24,22,No,,,
0042870205,2023-03-12,1070,2,Software,Excel not responding,Application Support Team,High,4,14,Yes,,,
0042871735,2022-10-12,1063,27,System,System running slow,System Administration Team,Medium,24,7,No,,,
0042874240,2023-02-07,1054,42,Software,Software installation failure,Application Support Team,Medium,24,3,No,,,
0042874336,2022-11-07,1583,33,Hardware,Printer not printing,Hardware Support Team,Medium,24,22,No,,,
0042874595,2024-06-23,29,5,Hardware,Printer not printing,Hardware Support Team,Medium,24,29,Yes,,,
0042876538,2023-08-29,893,45,Hardware,Laptop not turning on,Hardware Support Team,High,4,59,Yes,,,
0042878235,2022-09-28,823,32,Login Access,Password reset request,Access Management Team,Low,48,2,No,,,
0042878518,2024-08-26,231,45,System,System running slow,System Administration Team,Medium,24,9,No,,,
0042879472,2022-01-26,1577,44,System,System update failure,System Administration Team,Low,48,24,No,,,
0042880062,2023-02-21,556,40,System,Operating system crash,System Administration Team,High,4,17,Yes,,,
0042880386,2023-02-16,558,13,Software,Application crash,Application Support Team,Medium,24,8,No,,,
0042880636,2022-08-20,1903,16,System,Operating system crash,System Administration Team,High,4,35,Yes,,,
0042881224,2024-06-09,1972,32,Hardware,Laptop not turning on,Hardware Support Team,High,4,22,Yes,,,
0042882647,2024-04-18,1164,26,System,System update failure,System Administration Team,Low,48,1,No,,,
0042883160,2024-10-14,1426,11,Login Access,Password reset request,Access Management Team,Low,48,82,Yes,,,
0042886568,2023-03-08,1616,5,System,System running slow,System Administration Team,Medium,24,23,No,,,
0042887364,2022-02-15,926,23,Login Access,Password reset request,Access Management Team,Low,48,35,No,,,
0042889045,2024-04-25,334,10,Software,Excel not responding,Application Support Team,High,4,4,No,,,
0042889145,2024-01-04,1094,31,Hardware,Printer not printing,Hardware Support Team,Medium,24,22,No,,,
0042889170,2023-10-15,587,41,Software,Application crash,Application Support Team,Medium,24,2,No,,,
0042889726,2023-09-05,1632,37,Software,Application crash,Application Support Team,Medium,24,1,No,,,
0042889772,2023-03-13,427,17,Hardware,Printer not printing,Hardware Support Team,Medium,24,71,Yes,,,
0042890060,2023-04-15,1646,50,System,System running slow,System Administration Team,High,4,2,No,,,
0042890849,2024-04-30,904,28,Software,Excel not responding,Application Support Team,High,4,3,No,,,
0042891218,2023-01-06,201,42,Hardware,Laptop not turning on,Hardware Support Team,High,4,24,Yes,,,
0042894032,2022-10-23,383,40,Hardware,Printer not printing,Hardware Support Team,Medium,24,16,No,,,
0042894304,2023-01-01,290,23,System,System running slow,System Administration Team,Medium,24,56,Yes,,,
0042894543,2024-05-04,1184,15,Login Access,VPN login issue,Access Management Team,High,4,2,No,,,
0042894576,2022-12-30,697,35,Software,Excel not responding,Application Support Team,High,4,52,Yes,,,
0042896809,2024-10-02,160,28,Software,Excel not responding,Application Support Team,High,4,3,No,,,
0042897561,2022-03-16,596,45,System,Operating system crash,System Administration Team,High,4,8,Yes,,,
0042898471,2023-05-15,827,44,Software,Excel not responding,Application Support Team,Medium,24,7,No,,,
0042899424,2022-10-16,92,4,Hardware,Printer not printing,Hardware Support Team,Medium,24,27,Yes,,,
0042900168,2023-04-11,826,21,Hardware,Keyboard not working,Hardware Support Team,High,4,1,No,,,
0042900320,2022-11-19,1982,3,Login Access,Password reset request,Access Management Team,Low,48,38,No,,,
0042900591,2024-10-04,49,5,Software,Outlook not opening,Application Support Team,Low,48,1,No,,,
0042901726,2024-01-05,212,37,Login Access,VPN login issue,Access Management Team,Medium,24,17,No,,,
0042902083,2022-05-22,58,20,System,Blue screen error,System Administration Team,High,4,3,No,,,
0042902119,2022-11-25,481,41,Software,Application crash,Application Support Team,Medium,24,8,No,,,
0042903158,2022-08-30,235,41,Hardware,Keyboard not working,Hardware Support Team,Low,48,69,Yes,,,
0042903441,2024-09-29,1214,24,Login Access,VPN login issue,Access Management Team,Low,48,17,No,,,
0042905061,2024-03-20,1346,40,Hardware,Monitor display issue,Hardware Support Team,Medium,24,31,Yes,,,
0042905983,2024-04-22,1958,29,Software,Outlook not opening,Application Support Team,Medium,24,9,No,,,
0042906425,2022-02-26,242,44,Software,Application crash,Application Support Team,Medium,24,39,Yes,,,
0042906431,2023-08-29,233,34,Software,Software installation failure,Application Support Team,Medium,24,59,Yes,,,
0042907285,2024-05-21,1098,12,Login Access,VPN login issue,Access Management Team,Low,48,31,No,,,
0042908865,2024-11-02,866,8,Hardware,Printer not printing,Hardware Support Team,Medium,24,72,Yes,,,
0042909957,2024-11-08,1505,19,Software,Software installation failure,Application Support Team,Medium,24,26,Yes,,,
0042911583,2023-01-14,248,35,Login Access,Account locked,Access Management Team,Medium,24,22,No,,,
0042911898,2024-05-04,9,48,Hardware,Monitor display issue,Hardware Support Team,High,4,1,No,,,
0042913632,2022-01-06,1493,16,Hardware,Monitor display issue,Hardware Support Team,High,4,1,No,,,
0042914115,2023-06-15,1931,21,Software,Application crash,Application Support Team,Medium,24,16,No,,,
0042915250,2022-11-23,445,42,System,System running slow,System Administration Team,High,4,34,Yes,,,
0042916463,2023-06-08,1926,14,System,System running slow,System Administration Team,Medium,24,7,No,,,
0042916528,2023-03-01,542,25,System,System update failure,System Administration Team,Low,48,43,No,,,
0042917156,2022-03-30,1115,21,Software,Excel not responding,Application Support Team,Low,48,35,No,,,
0042917659,2023-10-12,1845,16,Software,Outlook not opening,Application Support Team,Medium,24,55,Yes,,,
0042918084,2024-09-19,1188,20,Hardware,Printer not printing,Hardware Support Team,Medium,24,94,Yes,,,
0042919474,2022-09-06,817,14,Hardware,Laptop not turning on,Hardware Support Team,High,4,10,Yes,,,
0042922114,2023-10-05,1971,21,System,System update failure,System Administration Team,Low,48,14,No,,,
0042923551,2022-12-28,535,5,System,Operating system crash,System Administration Team,High,4,30,Yes,,,
0042924869,2023-08-22,526,38,Hardware,Printer not printing,Hardware Support Team,Medium,24,2,No,,,
0042925034,2022-07-16,1873,30,System,System running slow,System Administration Team,Medium,24,32,Yes,,,
0042925166,2022-10-20,796,11,Hardware,Printer not printing,Hardware Support Team,Medium,24,11,No,,,
0042928903,2023-11-19,620,29,Hardware,Monitor display issue,Hardware Support Team,Medium,24,58,Yes,,,
0042929993,2022-01-09,1749,29,Hardware,Monitor display issue,Hardware Support Team,Medium,24,37,Yes,,,
0042930052,2022-10-02,575,20,Login Access,Account locked,Access Management Team,Medium,24,43,Yes,,,
0042932393,2022-07-10,39,3,Hardware,Printer not printing,Hardware Support Team,Medium,24,68,Yes,,,
0042934061,2023-03-01,1906,40,Hardware,Printer not printing,Hardware Support Team,Medium,24,2,No,,,
0042937659,2024-01-31,1255,46,Login Access,Account locked,Access Management Team,Medium,24,19,No,,,
0042937941,2022-04-19,814,19,Hardware,Keyboard not working,Hardware Support Team,Medium,24,11,No,,,
0042938808,2023-01-15,1840,8,Software,Software installation failure,Application Support Team,Medium,24,19,No,,,
0042939548,2023-07-16,104,5,Login Access,Unable to login to system,Access Management Team,High,4,40,Yes,,,
0042940979,2024-12-31,927,49,Hardware,Printer not printing,Hardware Support Team,Medium,24,18,No,,,
0042942068,2024-10-20,236,50,System,Operating system crash,System Administration Team,High,4,42,Yes,,,
0042942569,2022-01-16,1726,15,Hardware,Laptop not turning on,Hardware Support Team,High,4,46,Yes,,,
0042942743,2024-01-02,1604,17,Software,Excel not responding,Application Support Team,High,4,39,Yes,,,
0042943562,2024-06-28,1606,5,Login Access,Unable to login to system,Access Management Team,High,4,37,Yes,,,
0042944789,2024-10-24,218,37,System,System update failure,System Administration Team,Low,48,45,No,,,
0042945906,2024-06-12,1120,19,System,System update failure,System Administration Team,Low,48,3,No,,,
0042946719,2022-05-05,1321,37,System,System update failure,System Administration Team,Low,48,2,No,,,
0042946919,2023-09-15,1251,39,Software,Excel not responding,Application Support Team,Medium,24,6,No,,,
0042947087,2024-10-12,1378,30,System,Blue screen error,System Administration Team,High,4,24,Yes,,,
0042947951,2023-11-09,505,49,System,System running slow,System Administration Team,Low,48,19,No,,,
0042948305,2023-09-12,110,43,Hardware,Monitor display issue,Hardware Support Team,Medium,24,25,Yes,,,
0042950045,2022-08-17,664,10,Hardware,Laptop not turning on,Hardware Support Team,High,4,7,Yes,,,
0042950204,2022-03-13,260,2,Login Access,VPN login issue,Access Management Team,High,4,2,No,,,
0042952033,2023-01-27,713,30,System,System running slow,System Administration Team,High,4,4,No,,,
0042953535,2023-12-11,1723,15,System,System update failure,System Administration Team,Low,48,55,Yes,,,
0042954527,2023-05-16,1292,35,Hardware,Monitor display issue,Hardware Support Team,Medium,24,9,No,,,
0042955464,2024-09-23,366,34,Login Access,Unable to login to system,Access Management Team,Low,48,37,No,,,
0042955930,2024-01-30,1973,9,Login Access,Password reset request,Access Management Team,Low,48,47,No,,,
0042957511,2022-08-20,221,35,System,System update failure,System Administration Team,Low,48,15,No,,,
0042958485,2022-02-23,118,44,System,Blue screen error,System Administration Team,High,4,14,Yes,,,
0042959237,2022-06-29,1913,42,Software,Excel not responding,Application Support Team,High,4,46,Yes,,,
0042959729,2023-08-22,862,47,Hardware,Keyboard not working,Hardware Support Team,Low,48,66,Yes,,,
0042959919,2024-03-17,1141,49,Software,Outlook not opening,Application Support Team,High,4,2,No,,,
0042960053,2023-10-16,215,20,Login Access,Unable to login to system,Access Management Team,Medium,24,5,No,,,
0042961609,2023-04-13,1960,26,Login Access,Account locked,Access Management Team,Medium,24,2,No,,,
0042962181,2024-01-17,398,31,Software,Excel not responding,Application Support Team,Low,48,24,No,,,
0042964029,2022-06-26,1272,30,System,System running slow,System Administration Team,Medium,24,16,No,,,
0042964210,2023-12-09,231,12,Login Access,Account locked,Access Management Team,Medium,24,15,No,,,
0042965189,2022-12-11,118,31,Hardware,Keyboard not working,Hardware Support Team,High,4,4,No,,,
0042965209,2023-04-15,640,22,Login Access,VPN login issue,Access Management Team,Medium,24,21,No,,,
0042965235,2024-02-03,923,12,Login Access,Account locked,Access Management Team,Medium,24,23,No,,,
0042967720,2024-10-23,1702,47,Login Access,VPN login issue,Access Management Team,Low,48,77,Yes,,,
0042967875,2024-07-15,377,18,System,Blue screen error,System Administration Team,High,4,77,Yes,,,
0042969517,2023-12-13,1501,5,System,Operating system crash,System Administration Team,High,4,19,Yes,,,
0042970072,2022-05-14,1217,20,Login Access,Password reset request,Access Management Team,Low,48,13,No,,,
0042970397,2024-06-05,1899,43,System,System update failure,System Administration Team,Low,48,2,No,,,
0042970937,2022-06-08,673,9,Hardware,Printer not printing,Hardware Support Team,Medium,24,1,No,,,
0042971590,2023-09-23,969,25,Hardware,Monitor display issue,Hardware Support Team,Medium,24,4,No,,,
0042972203,2023-08-10,980,42,System,System running slow,System Administration Team,Medium,24,4,No,,,
0042974426,2022-08-03,1162,44,Login Access,VPN login issue,Access Management Team,Low,48,93,Yes,,,
0042976262,2022-08-19,1886,2,Software,Software installation failure,Application Support Team,Medium,24,29,Yes,,,
0042977640,2023-12-02,314,26,System,Operating system crash,System Administration Team,High,4,19,Yes,,,
0042979054,2022-02-13,1725,40,Software,Software installation failure,Application Support Team,Medium,24,3,No,,,
0042979076,2024-12-10,257,40,System,Blue screen error,System Administration Team,High,4,73,Yes,,,
0042980447,2023-10-30,1724,34,Software,Software installation failure,Application Support Team,Medium,24,28,Yes,,,
0042982134,2022-09-06,683,11,System,System update failure,System Administration Team,Low,48,2,No,,,
0042982526,2022-08-16,1202,5,Hardware,Laptop not turning on,Hardware Support Team,High,4,19,Yes,,,
0042982614,2024-08-07,991,26,Login Access,Unable to login to system,Access Management Team,Low,48,6,No,,,
0042984216,2024-10-10,481,42,Hardware,Printer not printing,Hardware Support Team,Medium,24,45,Yes,,,
0042984890,2022-04-01,1619,8,Hardware,Printer not printing,Hardware Support Team,Medium,24,1,No,,,
0042984903,2024-07-20,410,39,Login Access,Password reset request,Access Management Team,Low,48,44,No,,,
0042985335,2023-02-14,453,3,Hardware,Monitor display issue,Hardware Support Team,Low,48,73,Yes,,,
0042986029,2023-04-08,1422,10,Login Access,Account locked,Access Management Team,Medium,24,17,No,,,
0042986057,2022-08-18,545,30,System,System update failure,System Administration Team,Low,48,21,No,,,
0042989458,2023-12-06,425,4,Hardware,Monitor display issue,Hardware Support Team,Low,48,30,No,,,
0042989992,2022-04-05,1779,39,Software,Outlook not opening,Application Support Team,Medium,24,20,No,,,
0042991544,2024-05-18,124,45,Hardware,Laptop not turning on,Hardware Support Team,High,4,89,Yes,,,
0042992031,2024-12-05,983,40,Hardware,Laptop not turning on,Hardware Support Team,High,4,8,Yes,,,
0042994216,2022-11-12,381,42,Software,Software installation failure,Application Support Team,Medium,24,15,No,,,
0042995245,2022-04-01,764,12,Login Access,Account locked,Access Management Team,Medium,24,2,No,,,
0042997167,2023-06-13,996,21,System,System update failure,System Administration Team,Low,48,71,Yes,,,
0042998218,2024-02-04,1451,2,System,System update failure,System Administration Team,Low,48,37,No,,,
0042998910,2023-02-10,801,9,Hardware,Printer not printing,Hardware Support Team,Medium,24,4,No,,,
0042998915,2022-06-27,1751,49,Software,Excel not responding,Application Support Team,Low,48,85,Yes,,,
0042999065,2024-09-01,606,30,Login Access,Password reset request,Access Management Team,Low,48,3,No,,,
0042999548,2023-10-12,1744,45,Hardware,Laptop not turning on,Hardware Support Team,High,4,77,Yes,,,
0042999744,2024-01-12,1714,47,Software,Excel not responding,Application Support Team,Medium,24,25,Yes,,,
0043000078,2024-11-04,1607,30,Login Access,Unable to login to system,Access Management Team,High,4,40,Yes,,,
0043003411,2022-11-26,481,44,Login Access,VPN login issue,Access Management Team,High,4,16,Yes,,,
0043003606,2023-03-24,470,26,Hardware,Keyboard not working,Hardware Support Team,Medium,24,12,No,,,
0043003688,2023-06-08,1648,16,Login Access,Account locked,Access Management Team,Medium,24,12,No,,,
0043004368,2023-06-09,1646,13,Hardware,Keyboard not working,Hardware Support Team,Medium,24,37,Yes,,,
0043005556,2022-06-27,735,5,Login Access,VPN login issue,Access Management Team,Medium,24,9,No,,,
0043005644,2022-11-06,704,26,Hardware,Keyboard not working,Hardware Support Team,Medium,24,35,Yes,,,
0043006782,2023-04-09,858,27,Hardware,Keyboard not working,Hardware Support Team,High,4,4,No,,,
0043007936,2022-12-12,1263,49,Software,Software installation failure,Application Support Team,Medium,24,72,Yes,,,
0043009532,2023-12-17,1193,15,Software,Application crash,Application Support Team,Medium,24,4,No,,,
0043011549,2023-08-29,1884,15,System,System running slow,System Administration Team,Low,48,45,No,,,
0043011904,2024-03-21,1770,39,Hardware,Printer not printing,Hardware Support Team,Medium,24,1,No,,,
0043013164,2023-11-22,1766,1,Login Access,VPN login issue,Access Management Team,High,4,3,No,,,
0043014070,2022-10-30,757,10,Software,Excel not responding,Application Support Team,High,4,1,No,,,
0043014143,2024-07-09,1014,31,System,System update failure,System Administration Team,Low,48,4,No,,,
0043014310,2022-06-05,421,23,System,Operating system crash,System Administration Team,High,4,3,No,,,
0043016828,2023-03-12,832,28,Software,Application crash,Application Support Team,Medium,24,24,No,,,
0043017282,2024-09-20,498,2,Login Access,Account locked,Access Management Team,Medium,24,47,Yes,,,
0043018752,2024-01-21,1845,7,System,System update failure,System Administration Team,Low,48,50,Yes,,,
0043018917,2023-08-20,721,29,Hardware,Printer not printing,Hardware Support Team,Medium,24,16,No,,,
0043019528,2022-06-12,122,15,System,Operating system crash,System Administration Team,High,4,4,No,,,
0043020252,2022-09-20,755,32,Hardware,Printer not printing,Hardware Support Team,Medium,24,47,Yes,,,
0043021301,2023-01-17,1380,13,Login Access,Unable to login to system,Access Management Team,Low,48,75,Yes,,,
0043022192,2022-05-18,69,11,System,System update failure,System Administration Team,Low,48,63,Yes,,,
0043022290,2022-12-22,1589,2,Software,Outlook not opening,Application Support Team,Medium,24,14,No,,,
0043022389,2024-06-11,1648,13,Login Access,VPN login issue,Access Management Team,High,4,4,No,,,
0043023135,2022-04-02,1703,41,Software,Excel not responding,Application Support Team,Medium,24,6,No,,,
0043023431,2022-08-21,613,44,Software,Application crash,Application Support Team,Medium,24,45,Yes,,,
0043024306,2022-02-02,10,13,Login Access,Password reset request,Access Management Team,Low,48,83,Yes,,,
0043025026,2022-08-19,1922,30,Hardware,Printer not printing,Hardware Support Team,Medium,24,23,No,,,
0043025290,2023-01-06,1729,22,Software,Outlook not opening,Application Support Team,Low,48,85,Yes,,,
0043026370,2022-08-24,247,13,Software,Application crash,Application Support Team,Medium,24,7,No,,,
0043027215,2022-11-06,411,12,Hardware,Printer not printing,Hardware Support Team,Medium,24,2,No,,,
0043027257,2024-07-10,295,32,Hardware,Laptop not turning on,Hardware Support Team,High,4,52,Yes,,,
0043027386,2023-10-31,718,33,Hardware,Monitor display issue,Hardware Support Team,High,4,4,No,,,
0043027699,2024-10-28,1709,6,Software,Software installation failure,Application Support Team,Medium,24,76,Yes,,,
0043028179,2024-07-13,187,11,Login Access,Account locked,Access Management Team,Medium,24,13,No,,,
0043028305,2022-05-11,1410,23,Software,Outlook not opening,Application Support Team,Low,48,30,No,,,
0043029143,2024-02-25,384,21,System,Operating system crash,System Administration Team,High,4,3,No,,,
0043029505,2022-09-29,1100,25,Software,Outlook not opening,Application Support Team,High,4,4,No,,,
0043030785,2024-05-11,48,27,Login Access,VPN login issue,Access Management Team,High,4,26,Yes,,,
0043033810,2022-10-22,741,48,Login Access,Unable to login to system,Access Management Team,High,4,3,No,,,
0043036646,2024-10-15,1804,36,Software,Software installation failure,Application Support Team,Medium,24,34,Yes,,,
0043036744,2022-03-03,1484,37,Software,Excel not responding,Application Support Team,Low,48,50,Yes,,,
0043037071,2024-03-23,1897,50,Software,Software installation failure,Application Support Team,Medium,24,4,No,,,
0043038041,2022-08-17,254,40,Software,Outlook not opening,Application Support Team,Low,48,31,No,,,
0043039394,2023-05-24,129,43,Software,Excel not responding,Application Support Team,Low,48,22,No,,,
0043040176,2024-02-23,987,31,Software,Software installation failure,Application Support Team,Medium,24,4,No,,,
0043040340,2023-08-07,834,43,Hardware,Keyboard not working,Hardware Support Team,Medium,24,22,No,,,
0043041871,2023-08-14,547,18,Hardware,Laptop not turning on,Hardware Support Team,High,4,26,Yes,,,
0043043342,2022-01-18,1954,23,Hardware,Printer not printing,Hardware Support Team,Medium,24,4,No,,,
0043043397,2024-11-16,499,33,Hardware,Keyboard not working,Hardware Support Team,Low,48,26,No,,,
0043043930,2022-03-25,223,49,Hardware,Laptop not turning on,Hardware Support Team,High,4,5,Yes,,,
0043044108,2024-01-08,1720,41,Software,Excel not responding,Application Support Team,High,4,3,No,,,
0043044299,2024-05-08,1389,32,Login Access,Password reset request,Access Management Team,Low,48,63,Yes,,,
0043044738,2023-10-12,1473,27,Software,Software installation failure,Application Support Team,Medium,24,48,Yes,,,
0043045356,2022-10-20,1735,23,System,Blue screen error,System Administration Team,High,4,22,Yes,,,
0043045419,2023-07-02,121,14,Hardware,Printer not printing,Hardware Support Team,Medium,24,58,Yes,,,
0043046407,2023-04-01,360,44,System,System update failure,System Administration Team,Low,48,16,No,,,
0043046907,2024-12-09,650,9,Software,Excel not responding,Application Support Team,High,4,2,No,,,
0043047454,2024-07-08,105,14,System,Blue screen error,System Administration Team,High,4,2,No,,,
0043048300,2022-07-17,1620,23,Software,Excel not responding,Application Support Team,High,4,37,Yes,,,
0043049723,2024-07-09,1662,17,Login Access,Account locked,Access Management Team,Medium,24,1,No,,,
0043050074,2022-05-03,1637,30,Login Access,Password reset request,Access Management Team,Low,48,81,Yes,,,
0043050436,2024-05-17,483,34,Hardware,Laptop not turning on,Hardware Support Team,High,4,29,Yes,,,
0043050884,2024-06-06,1148,8,Hardware,Monitor display issue,Hardware Support Team,High,4,30,Yes,,,
0043050922,2022-12-04,632,39,Hardware,Printer not printing,Hardware Support Team,Medium,24,17,No,,,
0043051033,2022-03-04,1973,10,Software,Application crash,Application Support Team,Medium,24,1,No,,,
0043052511,2024-07-21,321,35,System,System update failure,System Administration Team,Low,48,9,No,,,
0043053337,2023-04-02,433,43,Software,Outlook not opening,Application Support Team,Medium,24,19,No,,,
0043053582,2023-12-27,1168,25,Software,Software installation failure,Application Support Team,Medium,24,4,No,,,
0043053702,2024-06-15,610,27,Software,Application crash,Application Support Team,Medium,24,44,Yes,,,
0043054000,2022-10-19,490,10,Hardware,Keyboard not working,Hardware Support Team,High,4,2,No,,,
0043054652,2024-05-02,765,36,Hardware,Keyboard not working,Hardware Support Team,Low,48,27,No,,,
